Sf,VCME,Bz,Vsw,Kp,Lat,Lcable,risk_score,risk_category
1,451.6,-3.52,408.7,3.04,56.07,415.8,0.274,Low
2,486.1,-4.35,250.0,3.25,55.22,159.1,0.3889,Medium
1,308.1,-7.72,595.5,0.0,10.32,123.4,0.0979,Low
2,796.9,-6.18,652.2,7.73,-0.69,123.5,0.4801,Medium
1,341.3,-0.66,663.3,6.96,9.61,196.6,0.3282,Low
1,475.6,-0.5,524.8,3.68,42.07,4437.3,0.2767,Low
1,403.1,-0.28,539.6,0.93,4.35,538.2,0.1117,Low
1,469.7,-3.79,422.7,3.63,2.11,722.8,0.2149,Low
2,388.7,0.82,380.0,3.03,-3.36,459.0,0.249,Low
2,271.6,2.75,384.6,2.31,60.81,137.8,0.3087,Low
2,250.0,0.24,535.2,5.76,-4.38,950.2,0.332,Medium
1,306.3,10.92,443.2,6.17,31.79,654.2,0.3424,Medium
1,525.8,1.87,635.8,6.02,33.38,3296.8,0.3651,Medium
3,284.0,4.48,502.1,4.11,57.93,187.9,0.4911,Medium
1,1598.4,7.28,410.0,7.87,42.96,780.9,0.6036,Medium
2,1096.1,-14.91,626.3,2.55,-36.27,4167.6,0.4974,Medium
1,268.8,8.62,568.4,2.21,2.52,195.4,0.1401,Low
1,580.0,-1.17,595.2,6.21,15.99,188.8,0.3418,Medium
1,378.8,-5.44,450.4,1.51,0.59,320.8,0.1372,Low
2,299.8,-0.89,504.9,2.36,25.22,1924.2,0.2602,Low
3,1499.4,-2.15,290.8,8.24,43.69,239.4,0.803,High
2,668.1,-2.66,643.2,5.06,50.73,396.0,0.4965,Medium
1,1160.0,-11.58,576.1,3.99,11.74,4293.7,0.3422,Medium
2,250.0,-2.14,485.6,7.62,26.21,237.8,0.4755,Medium
1,418.9,12.33,512.5,1.14,26.61,475.9,0.1405,Low
2,909.7,-11.15,519.4,3.92,9.38,310.3,0.4067,Medium
1,480.9,13.37,560.8,0.34,21.76,163.5,0.1112,Low
1,807.1,-2.96,678.2,1.04,-38.14,7127.1,0.2068,Low
2,1171.6,9.87,514.8,6.28,60.89,278.8,0.6297,Medium
2,1331.7,8.36,711.7,3.02,51.79,831.8,0.4662,Medium
1,315.8,-0.95,557.2,1.73,63.55,1223.8,0.194,Low
3,610.1,-7.26,469.6,7.36,-10.75,168.8,0.5705,Medium
2,660.3,2.0,708.1,2.74,5.84,774.6,0.2702,Low
1,459.2,1.32,457.0,6.11,52.17,172.1,0.404,Medium
1,385.3,-1.51,744.1,6.23,61.28,495.8,0.4292,Medium
2,724.4,-8.35,256.2,7.27,-29.11,156.4,0.538,Medium
3,620.1,8.89,517.3,4.39,53.57,764.1,0.5372,Medium
2,326.4,-2.59,397.6,7.84,36.36,215.1,0.5258,Medium
2,417.8,-2.64,353.4,4.14,52.83,115.0,0.4148,Medium
2,821.6,-1.39,413.0,6.87,23.7,666.4,0.4953,Medium
1,548.1,9.57,335.8,5.53,1.05,221.2,0.2762,Low
2,371.8,11.38,384.3,7.78,11.85,474.9,0.4371,Medium
1,336.7,-2.86,299.0,6.4,43.4,88.0,0.3876,Medium
2,434.4,-3.49,461.1,4.32,58.36,773.4,0.4487,Medium
1,273.9,-1.04,573.3,2.14,62.21,176.1,0.2076,Low
1,282.9,-9.99,779.6,8.13,32.54,2239.5,0.4725,Medium
2,528.1,-2.06,497.0,5.32,0.83,251.7,0.3442,Medium
3,500.9,9.56,454.2,2.25,-9.01,2362.7,0.3149,Low
2,930.3,-3.62,510.2,2.17,40.17,168.8,0.3731,Medium
3,1902.4,6.65,477.5,6.06,62.06,2341.2,0.8234,High
1,1608.7,8.06,803.9,1.93,52.67,727.7,0.3584,Medium
1,656.2,0.54,513.8,1.65,20.14,6349.6,0.1795,Low
1,499.1,0.64,701.3,1.28,22.21,1098.2,0.1507,Low
1,280.5,-1.97,510.5,5.96,35.85,178.6,0.3455,Medium
3,1664.9,-10.04,496.2,4.0,13.76,1874.4,0.5932,Medium
1,449.0,5.67,554.9,5.67,-42.71,159.9,0.3614,Medium
1,1293.3,-2.01,344.6,6.36,68.01,186.6,0.5777,Medium
1,555.4,-2.42,266.2,5.53,-2.3,179.2,0.283,Low
1,799.7,3.48,468.4,3.78,23.85,519.6,0.2846,Low
3,334.5,4.26,381.2,1.15,0.35,458.3,0.2421,Low
1,250.0,-11.66,804.1,3.43,24.61,181.0,0.2672,Low
1,250.0,-8.78,487.8,7.72,36.82,274.1,0.441,Medium
2,667.8,3.58,466.5,5.53,29.41,245.1,0.4345,Medium
2,379.6,-4.22,502.9,3.9,19.48,709.9,0.3373,Medium
1,411.6,-1.53,558.9,3.02,13.33,201.2,0.2013,Low
1,432.7,-0.07,395.7,3.13,57.62,133.4,0.2682,Low
1,582.1,8.21,402.4,0.82,52.94,2865.7,0.1711,Low
2,375.7,-1.95,566.8,3.68,59.58,638.3,0.4046,Medium
2,1049.2,-7.65,538.6,3.04,53.01,110.3,0.4915,Medium
1,517.5,-0.74,559.0,7.04,11.5,464.4,0.3535,Medium
1,885.6,2.95,468.2,1.75,46.35,125.3,0.2456,Low
1,1022.7,-2.93,600.1,6.0,21.04,90.7,0.4001,Medium
1,558.3,-3.07,688.7,9.0,32.29,2050.9,0.5048,Medium
2,573.9,5.42,579.4,2.68,39.0,342.3,0.3255,Low
3,250.0,-2.68,614.2,6.25,38.0,3174.1,0.5585,Medium
1,1495.1,-1.82,502.4,1.62,53.56,2183.3,0.3371,Medium
1,527.8,-4.07,364.3,6.36,36.93,218.0,0.3981,Medium
1,286.7,2.54,645.2,1.81,14.49,624.7,0.1403,Low
1,738.4,-2.74,677.4,5.44,12.9,221.3,0.3286,Low
3,1821.6,-17.72,529.9,5.49,50.13,91.1,0.9312,High
2,553.0,4.16,386.2,6.21,40.29,410.1,0.4811,Medium
1,616.9,-1.33,415.6,1.25,54.05,424.9,0.2013,Low
2,895.9,-11.73,502.6,2.66,19.17,615.9,0.3878,Medium
3,630.3,-13.09,459.6,4.46,7.52,546.6,0.4977,Medium
1,690.3,-4.42,354.7,5.25,-11.75,1055.1,0.3125,Low
2,1028.1,0.47,516.1,2.54,-39.83,1476.3,0.3764,Medium
2,388.4,-1.3,448.6,2.2,2.87,2918.9,0.2258,Low
2,500.2,-3.61,402.1,3.31,5.79,234.2,0.2895,Low
1,474.6,-7.84,696.8,3.19,50.25,313.1,0.3034,Low
2,416.4,-0.41,250.0,2.03,-27.21,363.8,0.2589,Low
1,428.3,-0.69,644.6,3.59,35.9,2065.6,0.2579,Low
1,349.8,2.03,595.7,2.58,11.01,356.0,0.1712,Low
1,498.1,-5.52,265.4,6.67,55.97,947.7,0.4553,Medium
2,1186.7,3.34,515.5,4.48,59.27,405.0,0.5378,Medium
2,411.5,3.96,536.6,1.02,18.87,200.7,0.2046,Low
1,803.5,-0.22,549.3,3.16,38.56,426.2,0.2868,Low
1,419.5,-0.14,531.7,4.81,35.94,581.7,0.307,Low
1,615.8,-0.36,506.1,5.03,33.93,526.3,0.3361,Medium
2,277.0,-11.93,260.2,3.53,73.26,191.7,0.4442,Medium
2,677.6,-2.05,501.7,6.62,53.98,261.5,0.5716,Medium
2,1319.5,-0.85,362.8,6.69,18.54,193.7,0.5212,Medium
2,830.3,-4.3,445.2,8.43,12.87,168.5,0.5323,Medium
3,250.0,6.48,555.5,1.43,55.06,517.6,0.3499,Medium
1,349.0,-1.16,514.9,3.52,28.66,196.8,0.2356,Low
1,250.0,-0.53,518.5,3.93,51.7,212.2,0.275,Low
2,711.1,-19.06,488.5,3.86,-46.03,1572.5,0.5381,Medium
1,543.5,1.27,617.1,0.83,-40.31,207.6,0.1547,Low
2,717.9,-6.42,250.0,2.48,37.34,149.9,0.3514,Medium
1,344.5,1.68,319.0,2.93,42.07,2575.6,0.2253,Low
1,1098.0,-12.91,439.2,4.98,18.62,375.1,0.3846,Medium
1,250.0,-2.39,524.2,2.64,7.36,2531.4,0.1655,Low
2,274.6,-6.33,429.7,0.0,19.86,155.3,0.1833,Low
1,341.9,-0.64,392.2,6.64,60.91,282.8,0.4359,Medium
1,1148.3,-7.14,404.4,2.16,29.43,407.8,0.286,Low
1,389.5,3.41,481.3,7.34,10.19,183.4,0.3457,Medium
1,961.5,-3.79,473.6,2.87,23.89,174.9,0.2771,Low
2,380.0,-3.47,455.1,2.76,-19.4,909.0,0.287,Low
1,384.1,2.38,709.1,5.31,9.75,933.2,0.271,Low
1,362.9,0.68,368.6,1.82,30.1,264.3,0.1652,Low
1,563.7,-10.22,504.9,2.78,51.53,1371.6,0.296,Low
1,1481.1,5.53,536.6,4.97,20.66,399.3,0.3981,Medium
3,2361.9,9.46,498.7,3.72,-2.67,4726.4,0.5259,Medium
2,415.2,-3.22,623.9,2.29,19.61,619.3,0.2781,Low
2,553.0,10.69,250.0,1.32,44.22,407.9,0.2718,Low
1,975.3,-1.99,674.6,6.4,-25.29,2021.2,0.4199,Medium
3,1718.4,-5.24,712.4,3.9,34.3,201.8,0.6592,Medium
1,593.6,-3.87,587.3,2.14,8.42,2530.1,0.1886,Low
3,262.0,4.16,532.7,3.26,57.92,270.7,0.4464,Medium
2,997.2,0.06,282.6,6.47,60.26,922.9,0.6129,Medium
1,335.8,1.88,660.2,0.07,75.0,367.6,0.1157,Low
2,559.0,-3.28,331.3,6.64,42.13,2863.0,0.5207,Medium
1,516.9,-2.84,375.3,7.44,46.17,423.1,0.4659,Medium
2,1281.7,-1.4,601.3,2.88,59.72,625.4,0.4858,Medium
1,585.1,-7.56,410.0,2.79,39.26,230.5,0.2648,Low
2,862.4,-0.04,582.9,6.19,16.92,206.3,0.4449,Medium
2,593.5,0.78,597.3,1.51,-38.33,7026.9,0.2754,Low
3,2072.9,-1.09,545.3,7.01,38.73,2856.0,0.7947,High
2,586.0,-1.3,628.3,2.08,1.82,264.7,0.2407,Low
1,296.5,0.97,509.1,2.0,-4.48,1731.0,0.1376,Low
2,617.1,-7.49,686.9,8.76,10.81,683.3,0.5499,Medium
1,858.7,-3.97,319.3,0.87,32.9,423.8,0.1942,Low
2,721.9,-7.23,287.5,2.62,-1.4,404.2,0.2838,Low
1,566.7,-1.31,739.2,0.95,21.04,1201.2,0.1494,Low
2,258.5,4.62,605.0,1.35,-19.6,2694.4,0.2019,Low
2,495.2,0.49,488.4,1.49,47.67,137.4,0.2775,Low
3,595.3,-4.14,537.9,5.47,58.71,190.4,0.6512,Medium
2,753.0,-4.41,445.3,2.85,57.86,501.4,0.4242,Medium
2,1002.3,-11.29,350.9,2.11,-32.9,1010.4,0.3894,Medium
1,529.9,9.18,475.2,1.23,-10.59,594.3,0.14,Low
2,281.3,1.27,494.1,4.17,56.7,214.8,0.3931,Medium
2,896.4,-7.47,334.9,6.45,40.21,819.2,0.5662,Medium
1,602.2,3.82,687.8,6.24,15.94,343.4,0.3414,Medium
1,431.2,-1.69,564.8,6.85,42.97,223.2,0.4192,Medium
3,381.2,-13.96,473.3,1.88,11.42,131.8,0.4031,Medium
2,511.3,3.26,485.6,1.21,55.97,250.3,0.2797,Low
1,278.8,1.84,414.2,6.08,-11.06,1774.5,0.2909,Low
2,945.7,2.47,444.1,2.33,-4.58,2444.9,0.2807,Low
1,1048.2,-8.7,614.7,4.4,33.98,192.2,0.3935,Medium
1,595.6,2.39,609.3,8.22,69.15,277.2,0.5718,Medium
1,288.6,7.82,457.0,2.84,51.95,1123.3,0.227,Low
2,449.2,-1.67,454.3,2.67,23.21,378.2,0.289,Low
1,800.4,-8.86,359.6,6.41,22.47,4083.8,0.4043,Medium
1,395.8,7.87,595.0,5.92,-0.38,945.9,0.2738,Low
2,1152.1,0.1,314.0,1.73,62.71,969.3,0.4052,Medium
3,801.1,7.58,675.9,5.86,4.2,191.1,0.4565,Medium
2,1139.7,-0.82,423.4,5.67,61.37,357.8,0.6016,Medium
2,460.2,-0.16,566.6,0.7,-5.52,3886.5,0.1801,Low
2,495.3,-4.28,511.1,5.64,14.92,290.8,0.4043,Medium
1,490.6,-1.34,324.6,9.0,6.45,399.6,0.4064,Medium
1,753.9,-2.35,310.0,0.7,49.58,584.0,0.1896,Low
1,1011.6,1.07,282.0,3.24,42.15,583.3,0.3217,Low
2,696.3,-1.05,391.8,2.17,4.06,1122.9,0.2546,Low
1,1764.8,9.96,581.1,1.58,11.93,460.7,0.2793,Low
2,875.1,0.36,630.8,3.21,-4.19,2199.2,0.3035,Low
1,1282.8,8.3,476.2,2.14,31.84,151.6,0.2873,Low
1,427.3,-3.73,578.3,5.93,2.63,368.5,0.2931,Low
2,914.8,-5.94,599.5,5.14,26.94,118.7,0.483,Medium
1,253.7,10.14,714.7,2.84,47.46,170.0,0.2166,Low
1,542.7,-2.3,508.1,4.08,25.77,3203.3,0.2784,Low
2,935.2,-10.89,518.4,5.02,20.12,355.4,0.4828,Medium
3,2320.7,-9.13,737.8,5.09,39.79,3996.9,0.867,High
3,1900.0,2.47,253.4,4.77,-13.7,691.2,0.5629,Medium
1,250.0,-2.76,523.1,0.86,53.0,2068.0,0.1394,Low
1,409.4,-1.92,696.7,0.85,25.09,889.2,0.1343,Low
2,738.2,-1.67,572.8,1.03,13.35,202.0,0.241,Low
2,1058.0,-3.37,749.1,3.67,42.09,164.7,0.4694,Medium
1,782.4,3.41,257.4,2.37,9.9,364.8,0.2053,Low
2,717.3,-3.81,459.1,4.04,23.93,6529.4,0.3862,Medium
1,771.3,-6.02,497.6,2.19,9.39,6206.4,0.2132,Low
3,590.1,-3.43,516.4,8.6,-0.11,501.4,0.5405,Medium
2,1194.6,-4.63,654.1,2.03,58.08,392.1,0.4601,Medium
2,349.1,0.99,707.9,6.58,50.23,2053.0,0.5008,Medium
1,439.9,-2.05,297.5,1.59,60.98,562.9,0.2019,Low
1,414.8,0.59,488.6,6.02,17.87,1168.7,0.3176,Low
2,712.2,-3.76,545.8,5.31,0.97,421.7,0.3717,Medium
3,358.7,3.2,466.6,1.72,26.96,270.2,0.3193,Low
1,1862.5,-7.79,359.1,4.41,27.62,201.7,0.4548,Medium
1,437.9,-9.65,281.9,8.76,-18.6,446.2,0.4422,Medium
2,329.8,-0.36,609.0,3.84,17.15,493.8,0.3028,Low
2,524.3,-4.45,502.7,7.33,8.41,972.1,0.4491,Medium
2,320.0,-12.62,545.2,2.14,0.95,1029.3,0.2776,Low
2,1332.2,7.96,566.2,2.3,-31.77,4561.0,0.3834,Medium
1,380.3,5.33,533.8,4.93,50.57,1332.0,0.3349,Medium
2,410.2,-2.17,578.5,2.03,53.89,235.0,0.3201,Low
1,400.1,13.17,439.2,7.07,57.89,1761.8,0.4561,Medium
1,734.0,-1.31,376.2,2.11,32.7,466.8,0.2267,Low
1,497.5,-5.7,357.6,2.73,54.87,6058.8,0.2679,Low
2,1138.5,2.45,531.8,6.57,-20.84,153.2,0.5018,Medium
1,564.1,-1.6,626.2,6.52,33.8,211.0,0.3981,Medium
1,348.4,-0.63,287.6,1.5,-5.03,446.6,0.1271,Low
1,748.9,-2.01,434.2,5.32,38.39,155.5,0.3791,Medium
2,592.7,-1.84,250.0,1.46,0.67,259.8,0.2148,Low
2,931.1,0.01,740.0,6.93,-22.13,350.5,0.4976,Medium
1,434.5,3.01,709.3,5.3,4.73,4012.1,0.2655,Low
2,265.1,6.24,656.5,6.06,0.06,2538.4,0.3321,Medium
2,450.3,-2.05,567.4,6.21,-4.0,269.3,0.3778,Medium
2,396.8,-2.39,446.6,9.0,41.51,115.4,0.6034,Medium
2,1024.6,11.5,585.9,1.93,-2.79,1092.3,0.2706,Low
2,605.0,5.43,622.6,1.9,12.91,8161.8,0.248,Low
1,435.1,1.79,446.6,2.14,36.94,173.9,0.1952,Low
1,564.5,-6.55,424.4,1.35,60.37,382.0,0.2226,Low
1,268.2,-3.44,575.5,2.71,9.81,129.4,0.1769,Low
1,1337.5,8.13,494.3,2.99,46.97,1035.8,0.361,Medium
2,365.5,0.92,637.7,2.68,48.3,271.1,0.3173,Low
1,492.0,-4.02,575.6,3.49,36.08,1285.9,0.2735,Low
3,482.2,-3.89,559.2,8.13,16.37,170.7,0.5887,Medium
1,370.0,-17.27,554.2,3.55,1.14,573.7,0.2413,Low
1,330.8,3.96,646.6,0.91,52.31,3019.1,0.1416,Low
1,334.6,-1.88,250.0,1.47,67.87,621.4,0.1871,Low
2,1252.2,11.57,271.7,5.71,-8.14,389.0,0.4386,Medium
2,330.3,9.89,621.7,6.44,22.44,446.9,0.4136,Medium
1,470.4,8.49,746.5,1.15,15.53,197.6,0.1357,Low
1,478.0,-7.34,497.0,4.55,36.46,118.5,0.3267,Low
2,361.4,-2.04,593.5,8.27,33.69,4460.0,0.542,Medium
1,318.9,-0.55,729.3,0.0,18.54,641.7,0.0809,Low
2,250.0,-7.84,686.2,1.4,55.99,1160.3,0.3318,Medium
3,607.7,-0.32,583.1,2.95,61.33,3048.1,0.4913,Medium
3,1292.7,1.56,526.6,4.89,22.88,355.1,0.5381,Medium
1,306.8,-1.26,480.8,0.28,48.16,677.9,0.1102,Low
1,320.1,-0.29,584.2,6.86,-39.83,221.8,0.3929,Medium
1,363.4,-1.06,372.9,1.95,13.98,748.7,0.1552,Low
2,485.1,0.52,672.9,6.64,10.41,218.6,0.4026,Medium
2,1316.6,-0.06,617.4,1.63,61.24,1169.8,0.4202,Medium
1,651.3,-8.42,594.0,3.59,-5.89,1585.0,0.2555,Low
1,277.7,8.72,692.8,1.2,33.52,4255.9,0.1327,Low
2,617.4,-2.22,639.5,6.65,35.32,133.4,0.5112,Medium
2,335.3,-1.45,516.4,2.41,0.47,206.8,0.2252,Low
1,480.8,-0.84,426.6,4.98,20.01,2059.6,0.2915,Low
1,589.7,2.35,683.4,5.06,5.23,240.9,0.273,Low
1,1071.3,-5.44,558.2,3.67,56.61,231.7,0.4004,Medium
2,609.6,1.51,755.0,3.24,32.11,2832.7,0.3394,Medium
1,466.3,-4.85,695.9,6.9,3.93,3655.2,0.3392,Medium
2,1157.9,0.24,758.9,7.01,29.46,186.8,0.5518,Medium
2,250.0,-0.83,733.3,1.02,59.91,342.3,0.2496,Low
2,911.5,-2.95,411.1,2.45,36.66,249.1,0.3668,Medium
1,377.3,2.92,440.6,8.1,50.96,3058.7,0.4842,Medium
1,477.4,-3.85,588.2,1.58,-43.46,1714.4,0.1984,Low
2,1041.5,-4.67,398.5,6.14,36.77,415.4,0.5502,Medium
1,254.2,-3.32,448.6,1.72,52.34,1064.6,0.1804,Low
1,502.9,-5.11,499.5,7.19,2.24,222.6,0.3439,Medium
2,250.0,-3.88,658.7,2.21,5.76,532.3,0.2386,Low
3,752.8,3.91,405.0,6.65,62.3,172.6,0.6949,High
2,441.7,-15.62,593.9,2.42,1.96,6518.8,0.3249,Low
2,430.3,-4.24,598.2,4.7,40.57,629.8,0.4338,Medium
2,316.1,-2.51,402.2,1.26,56.81,451.0,0.2716,Low
1,535.0,-3.33,588.8,1.38,1.89,1340.7,0.1463,Low
2,1064.7,-10.67,744.7,2.59,-5.54,186.6,0.3862,Medium
3,2113.7,-1.64,596.1,1.27,-13.7,784.4,0.4713,Medium
1,873.8,-9.19,583.3,7.12,13.74,140.5,0.4261,Medium
1,462.4,-1.31,804.2,4.71,32.35,137.6,0.307,Low
1,453.5,2.04,805.9,1.43,-32.35,245.4,0.1619,Low
1,507.5,-1.22,526.7,2.03,24.34,1436.7,0.1874,Low
2,448.1,-2.72,586.7,3.99,-0.34,705.3,0.2969,Low
2,1015.0,1.53,408.6,7.42,56.36,274.2,0.6483,Medium
2,251.4,-2.19,250.0,0.79,13.7,496.5,0.1784,Low
3,884.2,0.79,484.2,2.46,38.15,1430.5,0.4388,Medium
2,1437.9,5.94,403.9,9.0,49.59,383.1,0.7524,High
1,531.2,-1.93,426.7,4.21,-8.11,352.1,0.2477,Low
2,841.3,-0.53,359.3,7.06,-1.58,197.6,0.4261,Medium
2,713.8,6.58,430.3,2.97,23.4,882.1,0.3211,Low
2,822.1,1.72,595.1,2.22,-3.1,1295.0,0.2621,Low
3,2204.8,0.67,637.7,8.22,-18.8,193.3,0.7481,High
1,664.0,-0.98,252.2,5.44,0.39,1522.7,0.2838,Low
2,393.2,-1.34,708.8,1.78,8.3,3340.0,0.2248,Low
2,286.4,8.83,639.6,3.18,-40.67,3623.2,0.3154,Low
3,1304.6,-0.48,497.5,7.1,44.56,190.4,0.7231,High
2,1265.7,-3.82,693.2,2.48,42.09,210.4,0.4436,Medium
1,944.9,-4.45,531.5,6.13,55.96,1899.3,0.4957,Medium
3,313.5,2.0,502.2,7.55,10.58,7146.0,0.4913,Medium
1,699.3,3.61,531.3,9.0,20.91,221.5,0.4712,Medium
1,410.5,-9.68,312.1,2.94,52.19,553.3,0.2695,Low
2,576.3,-7.49,495.4,2.03,36.95,357.4,0.3415,Medium
1,502.1,-3.25,506.3,1.5,32.71,216.8,0.1813,Low
2,521.7,5.9,551.7,5.77,61.43,244.8,0.5165,Medium
1,656.8,-13.5,534.7,8.74,60.6,336.3,0.6344,Medium
1,1069.6,-2.32,397.5,6.29,75.0,1275.2,0.5637,Medium
1,339.2,1.64,597.5,1.62,53.5,2262.8,0.1774,Low
2,1534.5,-3.16,715.8,9.0,10.58,1523.6,0.6185,Medium
2,494.6,0.97,273.7,6.97,0.46,650.0,0.3852,Medium
1,450.2,-1.48,479.9,4.2,60.15,851.4,0.3318,Medium
2,447.2,4.57,479.7,0.46,56.05,201.7,0.235,Low
1,478.5,-9.5,580.9,5.79,23.03,504.4,0.3599,Medium
2,281.0,-2.06,438.5,1.92,0.04,180.9,0.2046,Low
2,460.3,4.2,733.1,8.16,56.19,754.3,0.6089,Medium
2,612.1,-2.78,494.0,2.75,9.43,545.6,0.2878,Low
3,267.8,-1.75,662.9,3.29,-16.61,247.9,0.3672,Medium
2,669.6,-1.82,250.0,5.38,15.58,1003.2,0.3951,Medium
1,330.7,-0.47,469.2,2.37,63.83,891.5,0.2259,Low
1,626.8,-0.65,353.9,5.88,51.51,380.7,0.4154,Medium
1,523.5,-1.73,515.7,8.21,42.32,191.0,0.4892,Medium
3,686.0,-2.51,413.3,5.31,41.43,1288.5,0.5702,Medium
2,553.1,7.39,363.2,2.01,34.7,187.6,0.2857,Low
1,516.5,-16.06,461.4,3.1,29.41,135.3,0.2804,Low
1,987.4,-0.65,667.0,2.14,27.29,1096.5,0.2484,Low
1,396.8,-2.68,400.5,6.04,48.74,275.9,0.3923,Medium
1,508.9,-4.19,340.4,1.76,6.21,282.2,0.1594,Low
2,1004.9,6.88,509.8,1.53,-16.67,549.7,0.283,Low
1,576.1,-4.81,466.5,5.69,52.63,215.0,0.4164,Medium
1,531.4,-4.26,487.9,1.49,-20.17,292.9,0.1721,Low
1,317.3,-0.6,659.8,4.6,6.08,193.6,0.2343,Low
1,311.5,-9.13,517.5,6.25,61.34,173.3,0.4469,Medium
1,906.9,3.58,256.0,2.25,0.85,194.3,0.1994,Low
2,1397.6,-3.84,366.8,3.46,50.84,379.2,0.5124,Medium
1,359.3,5.86,464.0,1.59,-5.64,551.2,0.1308,Low
3,440.0,-1.24,571.1,2.5,60.38,1419.8,0.4553,Medium
2,641.9,2.22,481.9,1.6,51.76,352.1,0.3089,Low
2,416.5,3.08,497.0,4.59,1.67,250.6,0.3011,Low
2,684.6,0.91,377.2,4.07,33.53,202.4,0.3861,Medium
3,487.9,8.53,559.3,2.14,16.12,614.7,0.3259,Low
1,542.0,9.78,437.5,2.66,55.93,1200.4,0.2575,Low
2,817.8,-7.15,477.0,2.98,58.06,303.8,0.4608,Medium
2,1477.8,-5.88,417.3,3.13,36.63,1295.5,0.4799,Medium
1,537.7,-2.71,634.7,2.98,39.03,158.4,0.2579,Low
2,632.0,5.43,502.8,5.85,34.44,3135.2,0.4582,Medium
1,914.4,9.43,533.6,7.76,56.42,445.6,0.5549,Medium
1,606.9,0.76,619.2,2.7,-8.05,277.7,0.197,Low
2,784.6,2.25,410.5,1.98,25.96,1343.9,0.2947,Low
1,450.9,-5.34,312.2,3.06,-7.16,2211.4,0.202,Low
1,303.7,-0.95,250.0,8.28,23.52,391.7,0.4092,Medium
1,355.9,6.76,675.6,1.12,19.02,215.5,0.1258,Low
1,460.5,-4.23,626.8,6.21,25.36,316.4,0.363,Medium
1,973.4,1.01,690.9,3.02,9.28,705.0,0.2468,Low
2,416.8,7.62,651.9,1.41,59.94,278.1,0.283,Low
1,677.0,-17.04,541.8,5.61,29.17,3770.1,0.4129,Medium
2,321.5,-2.1,486.0,3.48,17.76,6858.5,0.2988,Low
2,554.1,-0.95,488.5,0.62,1.88,3702.3,0.1847,Low
1,478.4,2.44,631.0,6.08,18.2,2520.7,0.3276,Low
1,422.1,0.9,767.2,5.35,37.75,602.3,0.3335,Medium
2,978.1,-0.85,486.8,1.45,22.88,2875.3,0.2942,Low
1,457.1,0.42,590.9,2.09,25.8,299.1,0.1822,Low
2,765.3,5.91,307.0,2.47,25.55,249.1,0.3116,Low
1,1397.0,-7.2,723.8,2.92,4.17,251.7,0.3013,Low
1,427.9,-1.2,536.4,1.96,46.1,167.7,0.2015,Low
1,431.3,1.45,638.8,1.72,-40.94,2446.3,0.1808,Low
1,366.8,4.72,496.6,3.48,58.77,499.6,0.2776,Low
2,695.9,2.45,741.4,2.35,-14.98,516.9,0.2782,Low
1,431.7,-0.52,625.2,5.33,8.06,154.1,0.2748,Low
2,391.2,-13.6,570.7,2.25,41.54,1045.8,0.3924,Medium
1,281.7,-11.0,472.4,8.87,4.04,378.9,0.399,Medium
1,718.7,-8.43,289.4,2.56,55.63,159.5,0.293,Low
2,1093.6,-5.67,618.0,2.83,37.05,521.7,0.4359,Medium
1,569.4,7.74,394.1,6.96,33.73,7973.5,0.4108,Medium
2,571.9,-0.29,589.4,1.45,37.01,163.0,0.2704,Low
1,512.2,-4.27,324.3,3.27,53.2,439.1,0.2883,Low
1,250.0,-5.71,658.8,1.1,-23.99,1648.7,0.1399,Low
1,636.8,-3.32,566.6,7.87,26.83,3096.3,0.4491,Medium
2,1143.9,4.24,440.3,5.53,53.75,521.4,0.566,Medium
2,1654.6,-0.04,461.8,7.66,41.71,405.4,0.6857,High
1,337.5,-0.76,497.5,6.2,55.2,159.1,0.4019,Medium
1,250.0,-2.89,524.7,1.66,46.62,236.9,0.1718,Low
1,250.0,-0.74,500.3,2.99,54.33,172.6,0.2347,Low
3,601.3,-5.08,485.8,4.65,7.47,3773.6,0.4449,Medium
1,626.4,0.11,490.4,1.5,54.19,194.4,0.2105,Low
1,258.3,5.74,250.0,0.77,-37.69,1379.3,0.1153,Low
2,329.1,9.95,250.0,2.36,0.39,175.0,0.2154,Low
2,772.4,-2.65,533.7,0.97,6.4,5280.7,0.2351,Low
3,480.3,2.94,688.9,4.51,-12.59,2746.7,0.4039,Medium
2,1211.7,-6.75,524.9,5.03,20.96,1191.9,0.4914,Medium
2,379.0,5.17,623.5,2.4,27.22,118.8,0.2689,Low
2,550.2,1.17,606.8,5.39,34.45,425.6,0.4289,Medium
3,440.2,-0.93,452.3,1.45,56.03,154.7,0.3878,Medium
3,464.2,-2.67,458.2,7.26,-18.5,734.8,0.546,Medium
1,403.5,7.65,577.4,6.89,-22.65,4206.8,0.3615,Medium
2,501.2,0.9,474.8,2.18,54.04,776.4,0.3219,Low
1,395.1,4.7,552.9,2.03,37.02,660.3,0.1854,Low
1,520.4,-6.9,296.6,2.37,-5.75,126.9,0.1843,Low
2,1423.7,-0.88,658.6,5.57,41.58,878.7,0.5715,Medium
1,340.2,-6.96,454.0,2.43,56.97,145.4,0.2434,Low
2,403.2,-7.82,624.4,6.07,17.97,308.0,0.4508,Medium
1,290.5,-1.14,589.8,6.35,52.82,701.3,0.3995,Medium
2,843.1,1.89,647.1,3.33,-0.69,1961.1,0.2963,Low
1,506.0,-7.85,537.7,6.36,10.04,5407.6,0.3443,Medium
